confidence,zone,kind,file,line,date,author,shop_vendor,restricted_term,matched,repeats,title
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/the-youth-lab-perth/the-youth-lab-perth.mdx","46","2026-01-15","Lucy Searle","","light therapy","healing","0","The Youth Lab, Perth"
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/vaia-beauty-darlinghurst/vaia-beauty-darlinghurst.mdx","6","2026-01-15","Sigourney Cantelo","","infrared","treat","0","Vaia Beauty, Darlinghurst"
"REVIEW","frontmatter","CLAIM","content/destinations/spas-retreats/osborn-house-bundanoon/osborn-house-bundanoon.mdx","29","2026-01-15","Sigourney Cantelo","","infrared","medical-grade","0","Osborn House, Bundanoon"
"REVIEW","frontmatter","CLAIM","content/destinations/spas-retreats/salus-spa-the-lakehouse-daylesford/salus-spa-the-lakehouse-daylesford.mdx","34","2026-01-15","Sigourney Cantelo","","magnesium","treat","0","Salus Spa, the Lakehouse, Daylesford"
"REVIEW","frontmatter","CLAIM","content/interviews/actors-presenters/kim-cattrall-actress/kim-cattrall-actress.mdx","23","2016-11-24","Rikki Hodge-Smith","","collagen","stimulates collagen","0","Kim Cattrall, Actress"
"REVIEW","frontmatter","CLAIM","content/interviews/actors-presenters/tessa-james-actress/tessa-james-actress.mdx","25","2016-06-02","Emily Algar","","magnesium","healing","0","Tessa James, Actress"
"REVIEW","frontmatter","CLAIM","content/interviews/creatives/georgina-austin-designer/georgina-austin-designer.mdx","25","2016-07-28","Emily Algar","","collagen","stimulate collagen","0","Georgina Austin, Cable Melbourne"
"REVIEW","frontmatter","CLAIM","content/interviews/creatives/sarina-zoe-makeup-artist-and-yogi/sarina-zoe-makeup-artist-and-yogi.mdx","25","2016-09-08","Stephanie Russo","","light therapy","heals","0","Sarina Zoe, Makeup Artist & Yogi"
"REVIEW","frontmatter","CLAIM","content/interviews/creatives/the-beauty-obsessed-florist-everyones-using-right-now/the-beauty-obsessed-florist-everyones-using-right-now.mdx","29","2019-12-04","Zoe Briggs","","LED mask","clear skin","0","The Beauty-Obsessed Florist Everyone's Using Right Now"
"REVIEW","frontmatter","CLAIM","content/interviews/founders/carla-oates-the-beauty-chef/carla-oates-the-beauty-chef.mdx","29","2017-02-08","Rikki Hodge-Smith","","magnesium","heal","0","Carla Oates & the Beauty Chef"
"REVIEW","frontmatter","CLAIM","content/interviews/founders/lucy-vincent-entrepreneur/lucy-vincent-entrepreneur.mdx","27","2018-06-07","Zoe Briggs","","supplement","anti-inflammatory","0","Lucy Vincent, Sans [Ceuticals]"
"REVIEW","frontmatter","CLAIM","content/interviews/founders/terry-de-gunzberg/terry-de-gunzberg.mdx","28","2015-11-17","Claudia De Berardinis","","SPF 50","prevent","0","Terry De Gunzburg, by Terry"
"REVIEW","frontmatter","CLAIM","content/interviews/founders/why-you-should-copy-jessica-sepels-sloth-sundays-in-2020-2/why-you-should-copy-jessica-sepels-sloth-sundays-in-2020-2.mdx","27","2020-01-29","Zoe Briggs","","magnesium","prevent","0","Why You Should Copy Jessica Sepel's Sloth Sundays in 2020"
"REVIEW","frontmatter","CLAIM","content/interviews/models/jessica-gomes-model/jessica-gomes-model.mdx","27","2014-09-25","Sigourney Cantelo","","protein powder","treats","0","Jessica Gomes, Model"
"REVIEW","frontmatter","CLAIM","content/interviews/tastemakers/lola-berry-nutritionist/lola-berry-nutritionist.mdx","21","2018-02-08","Sigourney Cantelo","","Omega 3","treat","0","Lola Berry, Nutritionist"
"REVIEW","frontmatter","CLAIM","content/living/lifestyle/how-i-navigate-working-from-home/how-i-navigate-working-from-home.mdx","27","2021-03-12","Sigourney Cantelo","","supplement","prevents","0","How I Navigate Working from Home"
"REVIEW","frontmatter","CLAIM","content/living/sustainability/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet.mdx","26","2021-11-01","Karina Wharton","","sunscreen","prevent","0","The Dermatologist-Approved Beauty Brand That’s Doing Right by the Planet"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/is-emface-the-new-needle-free-alternative-to-fillers/is-emface-the-new-needle-free-alternative-to-fillers.mdx","22","2024-02-23","Sigourney Cantelo","","collagen","stimulate collagen","0","All About Emface: A New Non-Invasive Beauty Treatment"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/our-new-daily-routine-sigourneys-edit/our-new-daily-routine-sigourneys-edit.mdx","25","2020-04-07","Sigourney Cantelo","","supplement","fixes","0","Our New Daily Routine – Sigourney's Edit"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one.mdx","22","2021-06-15","Sigourney Cantelo","","vitamin ","treat","0","Prevage 2.0 Review – Sigourney Road Tests the Antioxidant All-in-One."
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/sigourneys-edit-endless-summer/sigourneys-edit-endless-summer.mdx","26","2014-02-27","Sigourney Cantelo","","sunscreen","prevent","0","Sigourney's Edit – Endless Summer"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/sigourneys-edit-endless-summer/sigourneys-edit-endless-summer.mdx","26","2014-02-27","Sigourney Cantelo","","sunscreen","professional results","0","Sigourney's Edit – Endless Summer"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/why-you-need-to-try-this-antioxidant-pumped-range/why-you-need-to-try-this-antioxidant-pumped-range.mdx","22","2020-09-23","Sigourney Cantelo","","vitamin C","preventing","0","Why You Need to Try This Antioxidant-Pumped Range"
"REVIEW","frontmatter","CLAIM","content/vodcast/episodes/sacred-six-the-rituals-practices-helping-me-heal-from-burnout/sacred-six-the-rituals-practices-helping-me-heal-from-burnout.mdx","26","2025-08-28","Sigourney Cantelo","","Infrared","healing","0","Sacred Six: The Rituals & Practices Helping Me Heal from Burnout"
"REVIEW","frontmatter","CLAIM","content/wellness/biohacking/are-at-home-led-masks-worth-the-cost/are-at-home-led-masks-worth-the-cost.mdx","24","2023-05-10","Sigourney Cantelo","","light therapy","boosts collagen","0","Are At-Home LED Masks Worth the Cost?"
"REVIEW","frontmatter","CLAIM","content/wellness/biohacking/are-at-home-led-masks-worth-the-cost/are-at-home-led-masks-worth-the-cost.mdx","24","2023-05-10","Sigourney Cantelo","","light therapy","reduces inflammation","0","Are At-Home LED Masks Worth the Cost?"
"REVIEW","frontmatter","CLAIM","content/wellness/biohacking/cryotherapy-the-beauty-trend-you-need-to-have-on-your-radar/cryotherapy-the-beauty-trend-you-need-to-have-on-your-radar.mdx","22","2021-04-27","Tess Schlink","","collagen","stimulates collagen","0","Cryotherapy, the Beauty Trend You Need to Have on Your Radar"
"REVIEW","frontmatter","CLAIM","content/wellness/biohacking/qure-neck-decolletage-led-device/qure-neck-decolletage-led-device.mdx","26","2025-09-05","Jayde Balderston","","LED device","clinically proven","0","You're Doing Everything Right for Your Face, but Are You Neglecting This Area?"
"REVIEW","frontmatter","CLAIM","content/wellness/health/6-reasons-to-eat-more-raw-chocolate-this-easter/6-reasons-to-eat-more-raw-chocolate-this-easter.mdx","24","2015-04-03","Sigourney Cantelo","","magnesium","prevent","0","6 Reasons to Eat More (Raw) Chocolate This Easter"
"REVIEW","frontmatter","CLAIM","content/wellness/health/a-nutritionist-on-binning-bad-lockdown-eating-habits/a-nutritionist-on-binning-bad-lockdown-eating-habits.mdx","24","2020-06-16","Tess Schlink","","prebiotic","prevents","0","A Nutritionist on Binning Bad Lockdown Eating Habits"
"REVIEW","frontmatter","CLAIM","content/wellness/health/a-nutritionist-on-binning-bad-lockdown-eating-habits/a-nutritionist-on-binning-bad-lockdown-eating-habits.mdx","25","2020-06-16","Tess Schlink","","prebiotic","boost immunity","0","A Nutritionist on Binning Bad Lockdown Eating Habits"
"REVIEW","frontmatter","CLAIM","content/wellness/health/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin.mdx","21","2017-07-25","Samantha Blanchfield","","vitamin ","clear skin","0","How to Get Glowing Skin with Nuts and Seeds (That Aren't Almonds…)"
"REVIEW","frontmatter","CLAIM","content/wellness/health/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin.mdx","22","2017-07-25","Samantha Blanchfield","","vitamin ","prevent","0","How to Get Glowing Skin with Nuts and Seeds (That Aren't Almonds…)"
"REVIEW","frontmatter","CLAIM","content/wellness/health/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin/beauty-sprinkles-six-nuts-and-seeds-to-consume-for-glowing-skin.mdx","28","2017-07-25","Samantha Blanchfield","","vitamin B","reduces inflammation","0","How to Get Glowing Skin with Nuts and Seeds (That Aren't Almonds…)"
"REVIEW","frontmatter","CLAIM","content/wellness/health/how-to-bring-a-skincare-routine-approach-to-your-teeth/how-to-bring-a-skincare-routine-approach-to-your-teeth.mdx","26","2022-11-02","Zoe Briggs","","vitamin C","stimulate collagen","0","How to Bring a ‘Skincare Routine Approach’ to Your Teeth"
"REVIEW","frontmatter","CLAIM","content/wellness/health/how-to-detox-in-winter-prodjuice-cleanse-review/how-to-detox-in-winter-prodjuice-cleanse-review.mdx","43","2016-07-27","Sigourney Cantelo","","ashwagandha","treat","0","How to Detox in Winter: Prodjuice Cleanse Review"
"REVIEW","frontmatter","CLAIM","content/wellness/health/how-to-make-jessica-sepels-beauty-brownie/how-to-make-jessica-sepels-beauty-brownie.mdx","22","2014-10-22","Madeleine Boyd","","omega-3","reduce inflammation","0","How to Make Jessica Sepel’s Beauty Brownie"
"REVIEW","frontmatter","CLAIM","content/wellness/health/how-to-make-kombucha/how-to-make-kombucha.mdx","28","2015-06-10","Sigourney Cantelo","","probiotic","prevent","0","How to Make Kombucha"
"REVIEW","frontmatter","CLAIM","content/wellness/health/jessica-sepel-smoothie-bowl/jessica-sepel-smoothie-bowl.mdx","22","2019-01-09","Jessica Sepel","","protein powder","treat","0","You Need to Try Jessica Sepel's Healthy Chocolate Ice Cream Bowl"
"REVIEW","frontmatter","CLAIM","content/wellness/health/piri-piri-chicken-skewers-with-corn-red-cabbage-slaw/piri-piri-chicken-skewers-with-corn-red-cabbage-slaw.mdx","24","2016-03-01","Beauticate Editorial","","Vitamin B","anti-inflammatory","0","Recipe:  Spicy Chicken with Superfood Slaw"
"REVIEW","frontmatter","CLAIM","content/wellness/health/spring-wellness-reboot/spring-wellness-reboot.mdx","23","2023-11-06","Beauticate Editorial","","vitamin C","boost immunity","0","Spring Wellness Reboot"
"REVIEW","frontmatter","CLAIM","content/wellness/health/spring-wellness-reboot/spring-wellness-reboot.mdx","24","2023-11-06","Beauticate Editorial","","zinc","anti-inflammatory","0","Spring Wellness Reboot"
"REVIEW","frontmatter","CLAIM","content/wellness/health/superfoods-bloggers-swear-by/superfoods-bloggers-swear-by.mdx","26","2017-07-11","Madeleine Boyd","","collagen","boost collagen","0","Superfoods Bloggers Swear By"
"REVIEW","frontmatter","CLAIM","content/wellness/health/superfoods-bloggers-swear-by/superfoods-bloggers-swear-by.mdx","26","2017-07-11","Madeleine Boyd","","collagen","prevent","0","Superfoods Bloggers Swear By"
"REVIEW","frontmatter","CLAIM","content/wellness/health/the-top-superfoods-for-spring/the-top-superfoods-for-spring.mdx","26","2015-09-14","Claudia De Berardinis","","chaga","Studies show","0","The New Superfoods and How to Eat Them"
"REVIEW","frontmatter","CLAIM","content/wellness/mindset/jess-sepel-on-ocd-healing-from-disordered-eating-grief-and-building-jshealth-with-heart/jess-sepel-on-ocd-healing-from-disordered-eating-grief-and-building-jshealth-with-heart.mdx","24","2025-05-14","Sigourney Cantelo","","magnesium","healing","0","Jess Sepel on Ocd, Healing from Disordered Eating, Grief, and Building Jshealth"
"REVIEW","frontmatter","PRACTITIONER","content/living/sustainability/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet.mdx","8","2021-11-01","Karina Wharton","","vitamin C","dermatologist","4","The Dermatologist-Approved Beauty Brand That’s Doing Right by the Planet"
"REVIEW","frontmatter","PRACTITIONER","content/destinations/clinics/academy-face-and-body-subiaco-wa/academy-face-and-body-subiaco-wa.mdx","8","2026-01-15","Beauticate Editorial","","LED therapy","Dr J","2","Academy Face and Body, Subiaco, WA"
"REVIEW","frontmatter","PRACTITIONER","content/wellness/health/spring-wellness-reboot/spring-wellness-reboot.mdx","10","2023-11-06","Beauticate Editorial","","supplement","Nutritionist","2","Spring Wellness Reboot"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/skin-care/how-to-prime-your-skin-for-peri-and-menopause/how-to-prime-your-skin-for-peri-and-menopause.mdx","32","2024-10-16","Sigourney Cantelo","","collagen","Dr H","1","How to Prime Your Skin for Peri and Menopause"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/skin-care/why-you-should-be-using-probiotics-for-skincare-2/why-you-should-be-using-probiotics-for-skincare-2.mdx","24","2018-05-14","Yadira Galarza Cauchi","","probiotic","Dr. L","1","Why You Need Probiotics in Your Skincare Routine"
"REVIEW","frontmatter","PRACTITIONER","content/destinations/clinics/youth-lab-claremont/youth-lab-claremont.mdx","6","2026-01-15","Tess Schlink","","LED therapy","Dr K","1","Youth Lab, Claremont"
"REVIEW","frontmatter","PRACTITIONER","content/destinations/clinics/youth-lab-joondalup/youth-lab-joondalup.mdx","6","2026-01-15","Sigourney Cantelo","","LED therapy","Dr K","1","Youth Lab, Joondalup"
"REVIEW","frontmatter","PRACTITIONER","content/interviews/founders/myra-perez-floral-designer/myra-perez-floral-designer.mdx","21","2018-12-20","Zoe Briggs","","SPF50","Immunologist","1","Myra Perez, My Violet"
"REVIEW","frontmatter","PRACTITIONER","content/living/sustainability/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet/the-dermatologist-approved-beauty-brand-thats-doing-right-by-the-planet.mdx","9","2021-11-01","Karina Wharton","","vitamin C","Dr S","1","The Dermatologist-Approved Beauty Brand That’s Doing Right by the Planet"
"REVIEW","frontmatter","PRACTITIONER","content/vodcast/episodes/sacred-six-6-ways-im-going-to-live-longer/sacred-six-6-ways-im-going-to-live-longer.mdx","19","2024-11-02","Sigourney Cantelo","","vitamin D","Dr A","1","Sacred Six: 6 Ways I'm Going to Live Longer"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/beauty-tips/essential-beauty-products-for-this-wedding-season/essential-beauty-products-for-this-wedding-season.mdx","22","2023-09-18","Sigourney Cantelo","","light therapy","Dr D","0","Essential Beauty Products for This Wedding Season"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/beauty-tips/essential-beauty-products-for-this-wedding-season/essential-beauty-products-for-this-wedding-season.mdx","22","2023-09-18","Sigourney Cantelo","","light therapy","Dr G","0","Essential Beauty Products for This Wedding Season"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/beauty-tips/magdalena-roze-the-journo-meteorologist-living-our-sea-change-dream-in-byron/magdalena-roze-the-journo-meteorologist-living-our-sea-change-dream-in-byron.mdx","22","2021-09-21","Zoe Briggs","","sunscreen","Dr S","0","Magdalena Roze, the Journo-Meteorologist Living Our Sea Change Dream in Byron"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/beauty-tips/magdalena-roze-the-journo-meteorologist-living-our-sea-change-dream-in-byron/magdalena-roze-the-journo-meteorologist-living-our-sea-change-dream-in-byron.mdx","26","2021-09-21","Zoe Briggs","","supplement","Dr O","0","Magdalena Roze, the Journo-Meteorologist Living Our Sea Change Dream in Byron"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/cosmetic/the-turn-back-time-tweaks-that-actually-work/the-turn-back-time-tweaks-that-actually-work.mdx","22","2017-07-06","Sigourney Cantelo","","sunscreen","Dr. J","0","The Turn-Back-Time Tweaks That Actually Work"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/cosmetic/the-turn-back-time-tweaks-that-actually-work/the-turn-back-time-tweaks-that-actually-work.mdx","28","2017-07-06","Sigourney Cantelo","","supplement","Dr. H","0","The Turn-Back-Time Tweaks That Actually Work"
"REVIEW","frontmatter","PRACTITIONER","content/beauty-style/hair/how-to-ease-an-angry-scalp/how-to-ease-an-angry-scalp.mdx","28","2017-10-24","Claudia De Berardinis","","Tonic","Dr N","0","How to Ease an Angry Scalp"
